ner_tags,tokens,lnt,lnn
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['quemal', 'reis', '(em', 'turco:', 'kemal', 'reis;', 'galípoli,', 'c.', '1451', '—', 'mediterrâneo,', '1511)', 'foi', 'um', 'corsário', 'e', 'almirante', 'do', 'império', 'otomano', 'durante', 'o', 'reinado', 'do', 'sultão', 'bajazeto', 'ii.']",27,27
"['O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['públio', 'horácio', 'cocles', '(em', 'latim:', 'horatius', 'cocles)', 'foi', 'um', 'oficial', 'militar', 'romano', 'do', 'século', 'vi', 'a.c.']",16,16
"['O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['alternativamente,', 'é', 'identificado,', 'juntamente', 'com', 'o', 'assuero', 'do', 'livro', 'de', 'tobias', 'como', 'ciaxares', 'i,', 'que', 'seria', 'o', 'pai', 'de', 'astíages.']",20,20
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['raymond', 'w.', 'goldsmith', '(12', 'de', 'julho', 'de', '1904', '–', '12', 'de', 'julho', 'de', '1988,', 'hamden,', 'connecticut)', 'foi', 'um', 'economista', 'americano', 'especializado', 'em', 'dados', 'históricos', 'de', 'renda', 'nacional,', 'poupança', 'e', 'bens', 'financeiros.']",31,31
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['helen', 'pitts', 'douglass', '(honeoye,', '1838', '—', 'washington,', 'd.c.,', '1903)', 'foi', 'uma', 'sufragista', 'e', 'jornalista', 'do', 'feminismo', 'estadunidense', 'que', 'se', 'tornou', 'célebre', 'por', 'seu', 'casamento', 'com', 'o', 'ex-escravo', 'e', 'ativista', 'dos', 'direitos', 'humanos', 'frederick', 'douglass,', 'de', 'cuja', 'memória', 'foi', 'ardorosa', 'defensora.']",40,40
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['eduard', 'ritter', 'von', 'weber', '(munique,', '12', 'de', 'maio', 'de', '1870', '—', 'würzburg,', '20', 'de', 'junho', 'de', '1934)', 'foi', 'um', 'matemático', 'alemão.']",21,21
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['andrew', 'lockley', '(gosport,', '5', 'de', 'maio', 'de', '1971)', 'é', 'um', 'especialista', 'em', 'efeitos', 'visuais', 'britânico.']",15,15
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['afonso', 'de', 'albuquerque', '(c.', '1452–1462', '–', 'goa,', '16', 'de', 'dezembro', 'de', '1515),', 'cognominado', 'o', 'grande,', 'o', 'césar', 'do', 'oriente,', 'o', 'leão', 'dos', 'mares,', 'o', 'terribil', 'e', 'o', 'marte', 'português,', 'foi', 'um', 'fidalgo,', 'militar', 'e', 'o', '2.º', 'governador', 'da', 'índia', 'portuguesa,', 'cujas', 'ações', 'militares,', 'religiosas', 'e', 'políticas', 'foram', 'determinantes', 'para', 'o', 'estabelecimento', 'do', 'império', 'português', 'no', 'oceano', 'índico.']",57,57
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['manuel', 'fernandes', 'tomás', '(figueira', 'da', 'foz,', '31', 'de', 'julho', 'de', '1771', '—', 'lisboa,', '19', 'de', 'novembro', 'de', '1822),', 'por', 'muitos', 'considerado', 'a', 'figura', 'mais', 'importante', 'do', 'primeiro', 'período', 'liberal,', 'foi', 'um', 'magistrado', 'e', 'político', 'vintista', 'que', 'se', 'destacou', 'na', 'organização', 'dos', 'primeiros', 'movimentos', 'pró-liberalismo.']",44,44
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['surfista', 'prateado', '(em', 'inglês:', 'silver', 'surfer)', 'é', 'um', 'super-herói', 'das', 'histórias', 'em', 'quadrinhos', 'norte-americanas', 'da', 'marvel', 'comics.']",17,17
"['B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['meleto', '(em', 'grego:', 'μέλητος,', 'século', 'iv', 'e', 'v', 'a.c.)', 'foi', 'um', 'grego', 'ateniense', 'antigo', 'do', 'demo', 'de', 'pithus,', 'conhecido', 'por', 'seu', 'papel', 'de', 'promotor', 'no', 'julgamento', 'e', 'subsequente', 'execução', 'do', 'filósofo', 'sócrates.']",32,32
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['mohamed', 'atta', 'ou', 'muḥammad', '`aṭā', 'as-sayyid', '(cafrel', 'xeique,', 'egito,', '1', 'de', 'setembro', 'de', '1968', '–', 'nova', 'iorque,', '11', 'de', 'setembro', 'de', '2001)', 'foi', 'um', 'dos', 'terroristas', 'suicidas', 'do', 'voo', '11', 'da', 'american', 'airlines,', 'o', 'primeiro', 'avião', 'a', 'chocar-se', 'contra', 'as', 'torres', 'gêmeas', 'do', 'world', 'trade', 'center,', 'e', 'o', 'provável', 'líder', 'do', 'atentado', 'de', '11', 'de', 'setembro', 'de', '2001.']",58,58
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['domenico', 'ghirlandaio', '(1449', '–', '11', 'de', 'janeiro', 'de', '1494,', 'florença,', 'itália)', 'foi', 'um', 'pintor', 'renascentista', 'italiano', 'contemporâneo', 'de', 'botticelli', 'e', 'filippino', 'lippi.']",22,22
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['tommaso', 'di', 'ser', 'giovanni', 'di', 'simone,', 'conhecido', 'por', 'masaccio', '(san', 'giovanni', 'valdarno,', '21', 'de', 'dezembro', 'de', '1401', '-', 'roma,', '1428)']",20,20
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['chris', 'corbould', '(1958)', 'é', 'um', 'especialista', 'em', 'efeitos', 'visuais', 'britânico.']",10,10
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['michel', 'rolle', '(ambert,', '21', 'de', 'abril', 'de', '1652', '–', 'paris,', '8', 'de', 'novembro', 'de', '1719)', 'foi', 'um', 'matemático', 'francês,', 'que', 'trabalhou', 'principalmente', 'com', 'teoria', 'das', 'equações,', 'área', 'na', 'qual', 'encontrou', 'diversos', 'resultados,', 'dentre', 'os', 'quais', 'destaca-se', 'o', 'teorema', 'de', 'rolle,', 'formulado', 'em', '1691.']",43,43
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['rufo', 'de', 'éfeso', '(em', 'grego:', 'ῥοῦφος', 'ὁ', 'ἐφέσιος,', 'fl.', 'final', 'do', 'século', 'i', 'd.c.', '—', 'início', 'do', 'século', 'ii', 'd.c.)', 'foi', 'um', 'médico', 'e', 'autor', 'grego', 'que', 'escreveu', 'tratados', 'sobre', 'dietética,', 'patologia,', 'anatomia', 'e', 'assistência', 'ao', 'paciente.']",37,37
"['O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['john', 'paul', 'herbert,', 'mais', 'conhecido', 'como', 'johnny', 'herbert', '(brentwood,', 'essex,', '25', 'de', 'junho', 'de', '1964)', 'é', 'um', 'ex-automobilista', 'britânico,', 'nascido', 'na', 'inglaterra.']",22,22
"['O', 'O', 'O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['por', 'ser', 'uma', 'raça', 'mista,', 'seu', 'tamanho', 'e', 'características', 'não', 'podem', 'ser', 'exatas']",13,13
"['B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['crátero', '(grego:', 'κρατερός);', 'ca.', '370', 'a.c.', '—', '321', 'a.c.,', 'foi', 'um', 'general', 'sob', 'o', 'comando', 'de', 'alexandre,', 'o', 'grande,', 'e', 'um', 'dos', 'diádocos.']",23,23
"['O', 'O', 'O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['abramo', 'giulio', 'umberto', 'federigo', 'enriques', '(livorno,', '5', 'de', 'janeiro', 'de', '1871', '—', 'roma,', '14', 'de', 'junho', 'de', '1946)', 'foi', 'um', 'matemático', 'e', 'filósofo', 'italiano', 'nascido', 'numa', 'família', 'de', 'judeus', 'sefarditas', 'de', 'origem', 'portuguesa.']",33,33
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['johannes', 'blaskowitz', '(10', 'de', 'julho', 'de', '1883', '-', '5', 'de', 'fevereiro', 'de', '1948)', 'foi', 'um', 'oficial', 'alemão', 'que', 'serviu', 'durante', 'a', 'segunda', 'guerra', 'mundial.']",24,24
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['annie', 'jump', 'cannon', '(dover,', '11', 'de', 'dezembro', 'de', '1863', '–', 'cambridge,', '13', 'de', 'abril', 'de', '1941)', 'foi', 'uma', 'astrônoma', 'estadunidense,', 'cujo', 'trabalho', 'de', 'catalogação', 'foi', 'fundamental', 'para', 'a', 'atual', 'classificação', 'estelar.']",31,31
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['christian', 'august', 'vogler', '(wiesbaden,', '16', 'de', 'maio', 'de', '1841', '–', 'berlim,', '3', 'de', 'abril', 'de', '1925)', 'foi', 'um', 'geodesista', 'alemão.']",20,20
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'I-OtherPER']","['foi', 'antecedido', 'por', 'seu', 'primo', 'iáia', 'iv', 'e', 'sucedido', 'por', 'seu', 'irmão', 'alcácime', 'i.']",14,14
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['chandragupta', 'i', 'foi', 'o', 'terceiro', 'imperador', 'do', 'império', 'gupta', 'de', 'que', 'alguns', 'historiadores', 'consideram', 'ter', 'sido', 'o', 'verdadeiro', 'fundador.']",19,19
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['óscar', 'ii', '(estocolmo,', '21', 'de', 'janeiro', 'de', '1829', '–', 'estocolmo,', '8', 'de', 'dezembro', 'de', '1907)', 'foi', 'o', 'rei', 'da', 'suécia', 'de', '1872', 'até', 'sua', 'morte,', 'e', 'também', 'rei', 'da', 'noruega', 'de', '1872', 'até', 'ser', 'deposto', 'em', '1905.']",37,37
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'I-OtherPER']","['nasceu', 'na', 'área', 'de', 'mayfair,', 'em', 'londres,', 'sendo', 'a', 'primeira', 'filha', 'do', 'duque', 'e', 'da', 'duquesa', 'de', 'iorque,', 'mais', 'tarde', 'rei', 'jorge', 'vi', 'e', 'rainha', 'isabel.']",26,26
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['andré', 'paleólogo', '(em', 'grego:', 'ανδρέας', 'παλαιολόγος;', '1453', '-', '1502)', 'foi', 'um', 'imperador', 'titular', 'do', 'império', 'bizantino', 'e', 'do', 'despotado', 'de', 'moreia,', 'de', '1465', 'até', 'a', 'sua', 'morte', 'no', 'ano', 'de', '1502.']",31,31
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['pedro', 'da', 'silva', 'martins', '(lisboa,', '11', 'de', 'maio', 'de', '1976)', 'é', 'um', 'compositor,', 'letrista', 'e', 'guitarrista', 'português,', 'celebrizado', 'pelo', 'grupo', 'deolinda', '(do', 'qual', 'é', 'autor', 'de', 'todas', 'músicas', 'e', 'letras)', 'e', 'pela', 'autoria', 'de', 'canções', 'para', 'outros', 'artistas', 'e', 'interpretes', 'como', 'mariza,', 'ana', 'moura,', 'antónio', 'zambujo,', 'cristina', 'branco,', 'lena', 'd´água,', 'fábia', 'rebordão,', 'helder', 'moutinho,', 'melech', 'mechaya,', 'anabela,', 'marafona,', 'azeitonas', 'e', 'rita', 'redshoes.']",62,62
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['johann', 'elert', 'bode', '(hamburgo,', '19', 'de', 'janeiro', 'de', '1747', '—', 'berlim,', '23', 'de', 'novembro', 'de', '1826)', 'foi', 'um', 'astrônomo', 'alemão.']",20,20
"['B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['olímpia', '(em', 'grego:', 'ολυμπία;', 'romaniz.:', 'olympía)', 'é', 'uma', 'cidade', 'da', 'grécia', 'famosa', 'por', 'ter', 'sido', 'o', 'local', 'onde', 'se', 'realizavam', 'os', 'jogos', 'olímpicos', 'da', 'antiguidade', 'até', 'sua', 'supressão', 'em', '394', 'pelo', 'imperador', 'romano', 'teodósio', 'i', '—', 'jogos', 'estes', 'que', 'só', 'foram', 'igualados', 'em', 'importância', 'aos', 'seus', 'equivalentes', 'realizados', 'em', 'delfos,', 'os', 'jogos', 'pítios.']",53,53
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['robert', 'mapplethorpe', '(floral', 'park,', '4', 'de', 'novembro', 'de', '1946', '—', 'boston,', '9', 'de', 'março', 'de', '1989)', 'foi', 'um', 'fotógrafo', 'estadunidense,', 'conhecido', 'pela', 'sensibilidade', 'no', 'tratamento', 'de', 'temas', 'controversos', 'e', 'no', 'uso', 'do', 'preto', 'e', 'branco', 'na', 'fotografia.']",37,37
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['philippe', 'de', 'la', 'hire', '(paris,', '18', 'de', 'março', 'de', '1640', '–', 'paris,', '21', 'de', 'abril', 'de', '1718)', 'foi', 'um', 'pintor,', 'matemático,', 'astrônomo', 'e', 'arquiteto', 'francês.']",25,25
"['O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ludwig', 'otto', 'hesse', '(königsberg,', '22', 'de', 'abril', 'de', '1811', '—', 'munique,', '4', 'de', 'agosto', 'de', '1874)', 'foi', 'um', 'matemático', 'alemão.']",20,20
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['fernando', 'vi', '(madrid,', '23', 'de', 'setembro', 'de', '1713', '–', 'villaviciosa', 'de', 'odón,', '10', 'de', 'agosto', 'de', '1759)', 'foi', 'rei', 'da', 'espanha', 'de', '1746', 'até', 'sua', 'morte.']",26,26
"['O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['joseph', 'scott', 'smith', '(21', 'de', 'outubro', 'de', '1948', '-', '4', 'de', 'fevereiro', 'de', '1995)', 'foi', 'um', 'ativista', 'dos', 'direitos', 'lgbt,', 'mais', 'conhecido', 'por', 'sua', 'ligação', 'com', 'harvey', 'milk.']",28,28
"['O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['durante', 'o', 'início', 'da', 'idade', 'média,', 'carlos', 'magno', 'uniu', 'a', 'maior', 'parte', 'da', 'europa', 'ocidental', 'e', 'central.']",17,17
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['fran', 'sérgio', 'de', 'oliveira', 'santos', '(nilópolis,', '29', 'de', 'julho', 'de', '1971)', 'é', 'um', 'arquiteto', 'e', 'carnavalesco', 'brasileiro.']",17,17
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['paul', 'lemerle', '(paris,', '22', 'de', 'abril', 'de', '1903', '–', 'paris,', '17', 'de', 'julho', 'de', '1989)', 'foi', 'um', 'historiador', 'francês', 'especialista', 'no', 'império', 'bizantino', '(bizantinista).']",24,24
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['yan', 'cabral', '(muriaé,', '13', 'de', 'maio', 'de', '1983)', 'é', 'um', 'lutador', 'profissional', 'brasileiro', 'de', 'mma', 'e', 'treina', 'na', 'equipe', 'nova', 'união.']",21,21
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['iázide', 'ibne', 'abi', 'sufiane', '(em', 'árabe:', 'يزيد', 'بن', 'ابي', 'سفيان;', 'romaniz.:', 'yazid', 'ben', 'abi', 'sufyan', 'ou', 'yazid', 'ibn', 'abi', 'sufyan', ',', 'lit.']",22,22
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['shābūhr;', 'em', 'persa:', 'شاپور,', 'shāpūr;', 'em', 'árabe:', 'الصبور,', 'al-sābūr),', 'também', 'chamado', 'sapor', 'ii,', 'o', 'grande,', 'foi', 'o', '10º', 'xá', 'do', 'império', 'sassânida.']",22,22
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['allison', 'brock', '(7', 'de', 'dezembro', 'de', '1979)', 'é', 'uma', 'ginete', 'de', 'elite', 'estadunidense,', 'especialista', 'em', 'adestramento,', 'medalhista', 'olímpica', 'por', 'equipes', 'na', 'rio', '2016.']",23,23
"['O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O']","['as', 'primeiras', 'formas', 'do', 'nome', 'müller', 'foram', 'baseadas', 'no', 'equivalente', 'latino', '“molinarius”.']",12,12
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['chris', 'duesterdiek', 'é', 'um', 'produtor', 'musical', 'e', 'sonoplasta', 'canadense.']",9,9
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['viktor', 'kassai', '(10', 'de', 'setembro', 'de', '1975)', 'é', 'um', 'árbitro', 'de', 'futebol', 'da', 'hungria.']",14,14
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'I-OtherPER']","['humberto', 'ii', 'de', 'saboia']",4,4
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['irineu', 'marinho', 'coelho', 'de', 'barros', '(niterói,', '19', 'de', 'julho', 'de', '1876', '–', 'rio', 'de', 'janeiro,', '21', 'de', 'agosto', 'de', '1925)', 'foi', 'um', 'jornalista', 'brasileiro.']",24,24
"['B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['zababasumaidina', '(zababa-shuma-iddina)', 'ou', 'zababasumaidim', '(zababa-shuma-iddin)', 'foi', 'o', 'penúltimo', 'rei', 'cassita', 'que', 'reinou', 'na', 'babilônia', 'por', 'um', 'ano', '(em', '1', '158', 'a.c.),', 'sucedendo', 'à', 'seu', 'pai', 'merodaque-baladã', 'i.']",27,27
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['rafael', 'fiziev', '(korday,', 'jambyl,', 'cazaquistão,', '5', 'de', 'março', 'de', '1993)', 'é', 'um', 'lutador', 'de', 'artes', 'marciais', 'mistas', 'azerbaijano', 'nascido', 'no', 'cazaquistão,', 'atualmente', 'competindo', 'na', 'divisão', 'leve', 'do', 'ultimate', 'fighting', 'championship.']",30,30
"['B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ciaxares', '(em', 'grego', 'clássico:', 'κυαξάρης;', 'em', 'persa', 'antigo:', '𐎢𐎺𐎧𐏁𐎫𐎼', 'uvaxštra;', 'avéstico:', 'huxšaθra,', 'lit.']",13,13
"['B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['sífax', 'foi', 'um', 'rei', 'da', 'antiga', 'tribo', 'líbia', 'dos', 'massessílios,', 'que', 'habitaram', 'a', 'numídia', 'ocidental', 'durante', 'o', 'último', 'quarto', 'do', 'século', 'iii', 'a.c..']",23,23
